sensor_id,trip_id,timestamp,elapsed_seconds,accel_x,accel_y,accel_z,speed_kmh,gps_lat,gps_lon
ACC555,TRIP081,2024-02-06 15:36:40,580,1.3,0.7,9.8,21,28.5908,77.227
ACC556,TRIP081,2024-02-06 15:53:00,1560,0.1,0.2,9.8,0,28.5439,77.258
ACC557,TRIP082,2024-02-06 16:34:00,0,0.2,0.1,9.8,0,12.9712,77.5955
ACC558,TRIP082,2024-02-06 16:40:10,370,0.4,0.3,9.6,39,12.965,77.601
ACC559,TRIP082,2024-02-06 16:46:20,740,0.4,0.3,9.8,58,12.9562,77.6091
ACC560,TRIP082,2024-02-06 16:52:30,1110,0.5,0.2,9.7,58,12.9498,77.6169
ACC561,TRIP082,2024-02-06 16:58:40,1480,0.8,0.4,9.7,47,12.9425,77.6235
ACC562,TRIP082,2024-02-06 17:04:50,1850,0.5,0.4,9.5,39,12.9341,77.6318
ACC563,TRIP082,2024-02-06 17:11:00,2220,0.3,0.1,9.8,0,12.928,77.6382
ACC564,TRIP083,2024-02-06 17:41:00,0,0.2,0.1,9.8,0,18.5212,73.8587
ACC565,TRIP083,2024-02-06 17:44:27,207,0.4,0.3,9.6,55,18.5094,73.8722
ACC566,TRIP083,2024-02-06 17:47:55,415,6.4,4.3,8.7,10,18.4984,73.8874
ACC567,TRIP083,2024-02-06 17:48:25,445,2.6,1.8,9.0,17,18.5008,73.8892
ACC568,TRIP083,2024-02-06 17:54:45,825,3.0,1.6,9.3,31,18.4772,73.9182
ACC569,TRIP083,2024-02-06 17:55:15,855,1.3,0.7,9.8,24,18.4796,73.9208
ACC570,TRIP083,2024-02-06 18:02:00,1260,0.2,0.2,9.8,0,18.4544,73.9519
ACC571,TRIP084,2024-02-06 06:48:00,0,0.2,0.1,9.8,0,13.08,80.2684
ACC572,TRIP084,2024-02-06 06:55:02,422,0.5,0.4,9.6,36,13.0639,80.2895
ACC573,TRIP084,2024-02-06 07:02:05,845,3.5,1.8,9.2,15,13.0442,80.3077
ACC574,TRIP084,2024-02-06 07:02:35,875,1.3,0.8,9.7,33,13.0452,80.3095
ACC575,TRIP084,2024-02-06 07:21:00,1980,0.1,0.2,9.8,0,12.9932,80.3577
ACC576,TRIP085,2024-02-06 07:55:00,0,0.2,0.2,9.8,0,28.6159,77.2115
ACC577,TRIP085,2024-02-06 08:05:11,611,0.6,0.2,9.5,36,28.6312,77.246
ACC578,TRIP085,2024-02-06 08:15:23,1223,3.3,1.9,9.3,26,28.6488,77.2836
ACC579,TRIP085,2024-02-06 08:15:53,1253,1.3,0.9,9.7,27,28.651,77.285
ACC580,TRIP085,2024-02-06 08:21:00,1560,0.2,0.2,9.8,0,28.6571,77.3041
ACC581,TRIP086,2024-02-06 08:02:00,0,0.4,0.1,9.8,0,22.5741,88.3645
ACC582,TRIP086,2024-02-06 08:05:51,231,0.4,0.2,9.7,37,22.5811,88.3548
ACC583,TRIP086,2024-02-06 08:09:42,462,2.6,1.6,9.4,31,22.5892,88.3453
ACC584,TRIP086,2024-02-06 08:10:12,492,1.1,0.6,9.8,29,22.5906,88.3468
ACC585,TRIP086,2024-02-06 08:24:01,1321,2.9,1.6,9.4,23,22.6203,88.3115
ACC586,TRIP086,2024-02-06 08:24:31,1351,1.2,0.7,9.8,28,22.6228,88.3132
ACC587,TRIP086,2024-02-06 08:39:00,2220,0.1,0.1,9.8,0,22.6525,88.2752
ACC588,TRIP087,2024-02-06 09:09:00,0,0.4,0.1,9.8,0,23.0233,72.5716
ACC589,TRIP087,2024-02-06 09:19:48,648,0.4,0.2,9.6,41,23.0641,72.5962
ACC590,TRIP087,2024-02-06 09:30:37,1297,3.0,1.5,9.4,20,23.1049,72.6202
ACC591,TRIP087,2024-02-06 09:31:07,1327,1.1,0.7,9.7,35,23.1078,72.6222
ACC592,TRIP087,2024-02-06 09:32:13,1393,3.1,1.9,9.3,13,23.1128,72.6256
ACC593,TRIP087,2024-02-06 09:32:43,1423,1.2,0.7,9.7,28,23.114,72.6284
ACC594,TRIP087,2024-02-06 09:32:00,1380,0.2,0.2,9.8,0,23.1121,72.6236
ACC595,TRIP088,2024-02-06 10:16:00,0,0.2,0.2,9.8,0,22.5744,88.3665
ACC596,TRIP088,2024-02-06 10:17:25,85,0.5,0.1,9.5,52,22.5691,88.3608
ACC597,TRIP088,2024-02-06 10:18:51,171,3.7,2.0,9.1,28,22.566,88.3567
ACC598,TRIP088,2024-02-06 10:19:21,201,1.4,0.7,9.5,35,22.568,88.3596
ACC599,TRIP088,2024-02-06 10:53:00,2220,0.2,0.1,9.8,0,22.4833,88.2819
ACC600,TRIP089,2024-02-06 11:23:00,0,0.2,0.1,9.8,0,22.5712,88.3634
ACC601,TRIP089,2024-02-06 11:30:23,443,0.5,0.3,9.6,41,22.5497,88.3748
ACC602,TRIP089,2024-02-06 11:37:47,887,6.6,4.4,8.6,17,22.5271,88.3857
ACC603,TRIP089,2024-02-06 11:38:17,917,2.6,1.8,9.2,15,22.5296,88.3886
ACC604,TRIP089,2024-02-06 11:47:54,1494,3.4,1.9,9.2,16,22.4953,88.3998
ACC605,TRIP089,2024-02-06 11:48:24,1524,1.4,0.8,9.6,27,22.4969,88.4018
ACC606,TRIP089,2024-02-06 11:55:00,1920,0.3,0.2,9.8,0,22.4723,88.4122
ACC607,TRIP090,2024-02-06 12:30:00,0,0.2,0.1,9.8,0,28.6134,77.2096
ACC608,TRIP090,2024-02-06 12:35:00,300,0.4,0.2,9.8,43,28.6289,77.2201
ACC609,TRIP090,2024-02-06 12:40:00,600,0.4,0.2,9.8,51,28.6447,77.2297
ACC610,TRIP090,2024-02-06 12:45:00,900,0.2,0.3,9.6,58,28.6589,77.2411
ACC611,TRIP090,2024-02-06 12:50:00,1200,0.5,0.2,9.7,56,28.6736,77.25
ACC612,TRIP090,2024-02-06 12:55:00,1500,0.7,0.3,9.6,38,28.69,77.2611
ACC613,TRIP090,2024-02-06 13:00:00,1800,0.2,0.1,9.8,0,28.7046,77.2716
ACC614,TRIP091,2024-02-06 13:37:00,0,0.2,0.2,9.8,0,28.6141,77.2097
ACC615,TRIP091,2024-02-06 13:41:20,260,0.6,0.3,9.8,44,28.5975,77.2225
ACC616,TRIP091,2024-02-06 13:45:40,520,0.7,0.2,9.6,52,28.5821,77.2344
ACC617,TRIP091,2024-02-06 13:50:00,780,0.2,0.4,9.7,64,28.5662,77.2493
ACC618,TRIP091,2024-02-06 13:54:20,1040,0.6,0.3,9.6,59,28.5501,77.262
ACC619,TRIP091,2024-02-06 13:58:40,1300,0.6,0.2,9.7,43,28.5348,77.2739
ACC620,TRIP091,2024-02-06 14:03:00,1560,0.2,0.2,9.8,0,28.5187,77.2881
ACC621,TRIP092,2024-02-06 14:44:00,0,0.3,0.2,9.8,0,19.0733,72.8759
ACC622,TRIP092,2024-02-06 14:50:08,368,0.6,0.1,9.7,49,19.0889,72.8638
ACC623,TRIP092,2024-02-06 14:56:16,736,2.9,1.8,9.3,22,19.1021,72.8494
ACC624,TRIP092,2024-02-06 14:56:46,766,1.2,0.7,9.6,18,19.1033,72.8523
ACC625,TRIP092,2024-02-06 15:17:00,1980,0.2,0.1,9.8,0,19.1443,72.8044
ACC626,TRIP093,2024-02-06 15:51:00,0,0.2,0.1,9.8,0,22.5753,88.3625
ACC627,TRIP093,2024-02-06 15:52:07,67,0.3,0.3,9.6,51,22.5769,88.3582
ACC628,TRIP093,2024-02-06 15:53:15,135,3.7,2.3,9.1,24,22.5815,88.3532
ACC629,TRIP093,2024-02-06 15:53:45,165,1.4,0.8,9.5,18,22.5831,88.356
ACC630,TRIP093,2024-02-06 15:53:29,149,2.6,1.3,9.5,8,22.5814,88.3508
ACC631,TRIP093,2024-02-06 15:53:59,179,1.1,0.6,9.8,33,22.5825,88.3522
ACC632,TRIP093,2024-02-06 16:10:00,1140,0.2,0.2,9.8,0,22.6437,88.2655
ACC633,TRIP094,2024-02-06 16:58:00,0,0.2,0.2,9.8,0,22.5726,88.3634
ACC634,TRIP094,2024-02-06 17:02:50,290,0.3,0.2,9.8,41,22.5793,88.3495
ACC635,TRIP094,2024-02-06 17:07:40,580,0.4,0.2,9.7,51,22.5877,88.3337
ACC636,TRIP094,2024-02-06 17:12:30,870,0.7,0.3,9.6,60,22.594,88.3186
ACC637,TRIP094,2024-02-06 17:17:20,1160,0.3,0.1,9.6,56,22.6018,88.305
ACC638,TRIP094,2024-02-06 17:22:10,1450,0.5,0.4,9.5,40,22.6097,88.2895
ACC639,TRIP094,2024-02-06 17:27:00,1740,0.3,0.2,9.8,0,22.6175,88.2754
ACC640,TRIP095,2024-02-06 17:05:00,0,0.3,0.2,9.8,0,12.9727,77.592
ACC641,TRIP095,2024-02-06 17:13:59,539,0.6,0.2,9.7,51,12.988,77.6208
ACC642,TRIP095,2024-02-06 17:22:58,1078,3.0,1.6,9.4,29,13.005,77.6478
ACC643,TRIP095,2024-02-06 17:23:28,1108,1.2,0.6,9.8,23,13.0067,77.6505
ACC644,TRIP095,2024-02-06 17:28:00,1380,0.3,0.2,9.8,0,13.0142,77.6606
ACC645,TRIP096,2024-02-06 06:12:00,0,0.3,0.1,9.8,0,19.0769,72.8791
ACC646,TRIP096,2024-02-06 06:16:34,274,0.4,0.3,9.6,35,19.0889,72.8616
ACC647,TRIP096,2024-02-06 06:21:08,548,2.1,1.3,9.6,16,19.1013,72.8447
ACC648,TRIP096,2024-02-06 06:21:38,578,0.8,0.6,9.8,25,19.1041,72.8475
ACC649,TRIP096,2024-02-06 06:30:01,1081,0.7,0.3,9.7,27,19.1277,72.8143
ACC650,TRIP096,2024-02-06 06:30:31,1111,0.4,0.2,9.8,30,19.1288,72.8156
ACC651,TRIP096,2024-02-06 06:40:00,1680,0.3,0.2,9.8,0,19.1565,72.7786
ACC652,TRIP097,2024-02-06 07:19:00,0,0.4,0.1,9.8,0,17.3838,78.4852
ACC653,TRIP097,2024-02-06 07:29:47,647,0.3,0.1,9.6,43,17.3491,78.5167
ACC654,TRIP097,2024-02-06 07:40:34,1294,3.8,2.1,9.1,31,17.3134,78.5459
ACC655,TRIP097,2024-02-06 07:41:04,1324,1.5,0.8,9.4,22,17.3144,78.5483
ACC656,TRIP097,2024-02-06 07:38:00,1140,0.2,0.1,9.8,0,17.3203,78.5378
ACC657,TRIP098,2024-02-06 08:26:00,0,0.3,0.2,9.8,0,19.0762,72.8782
ACC658,TRIP098,2024-02-06 08:29:59,239,0.5,0.3,9.5,45,19.0696,72.8699
ACC659,TRIP098,2024-02-06 08:33:58,478,3.3,1.8,9.3,15,19.0631,72.8619
ACC660,TRIP098,2024-02-06 08:34:28,508,1.3,0.8,9.8,18,19.0644,72.8642
ACC661,TRIP098,2024-02-06 08:42:49,1009,2.6,1.6,9.4,18,19.0486,72.8447
ACC662,TRIP098,2024-02-06 08:43:19,1039,1.0,0.7,9.8,20,19.0505,72.846
ACC663,TRIP098,2024-02-06 08:55:00,1740,0.3,0.2,9.8,0,19.0308,72.8197
ACC664,TRIP099,2024-02-06 09:33:00,0,0.3,0.1,9.8,0,18.5217,73.858
ACC665,TRIP099,2024-02-06 09:40:17,437,0.7,0.4,9.6,50,18.5389,73.8789
ACC666,TRIP099,2024-02-06 09:47:34,874,3.1,1.6,9.3,16,18.5578,73.9018
ACC667,TRIP099,2024-02-06 09:48:04,904,1.3,0.6,9.7,23,18.5601,73.9042
ACC668,TRIP099,2024-02-06 09:59:00,1560,0.2,0.1,9.8,0,18.588,73.9372
ACC669,TRIP100,2024-02-06 10:40:00,0,0.2,0.1,9.8,0,12.9708,77.5935
ACC670,TRIP100,2024-02-06 10:51:30,690,0.6,0.2,9.8,54,13.0037,77.5723
ACC671,TRIP100,2024-02-06 11:03:01,1381,3.2,1.9,9.3,38,13.0357,77.55
ACC672,TRIP100,2024-02-06 11:03:31,1411,1.3,0.7,9.8,17,13.0379,77.5511
ACC673,TRIP100,2024-02-06 11:13:00,1980,0.1,0.1,9.8,0,13.0629,77.53
ACC674,TRIP101,2024-02-06 11:47:00,0,0.1,0.1,9.8,0,28.6134,77.2092
ACC675,TRIP101,2024-02-06 11:52:20,320,0.5,0.4,9.7,44,28.6028,77.1992
ACC676,TRIP101,2024-02-06 11:57:40,640,0.5,0.2,9.7,50,28.5919,77.1888
ACC677,TRIP101,2024-02-06 12:03:00,960,0.7,0.2,9.6,54,28.58,77.1775
ACC678,TRIP101,2024-02-06 12:08:20,1280,0.5,0.2,9.6,58,28.5688,77.1673
ACC679,TRIP101,2024-02-06 12:13:40,1600,0.7,0.5,9.5,38,28.5582,77.159
ACC680,TRIP101,2024-02-06 12:19:00,1920,0.2,0.2,9.8,0,28.5465,77.147
ACC681,TRIP102,2024-02-06 12:54:00,0,0.2,0.2,9.8,0,28.6139,77.2089
ACC682,TRIP102,2024-02-06 12:59:30,330,0.7,0.5,9.7,39,28.6033,77.217
ACC683,TRIP102,2024-02-06 13:05:00,660,0.6,0.4,9.6,48,28.5905,77.2246
ACC684,TRIP102,2024-02-06 13:10:30,990,0.4,0.3,9.8,56,28.5793,77.2314
ACC685,TRIP102,2024-02-06 13:16:00,1320,0.4,0.2,9.7,46,28.5688,77.24
ACC686,TRIP102,2024-02-06 13:21:30,1650,0.5,0.5,9.6,44,28.5573,77.2487
ACC687,TRIP102,2024-02-06 13:27:00,1980,0.1,0.2,9.8,0,28.5445,77.2563
ACC688,TRIP103,2024-02-06 13:01:00,0,0.2,0.2,9.8,0,18.5214,73.8573
ACC689,TRIP103,2024-02-06 13:06:20,320,0.7,0.3,9.6,37,18.5064,73.8656
ACC690,TRIP103,2024-02-06 13:11:40,640,0.3,0.4,9.7,47,18.4931,73.8737
ACC691,TRIP103,2024-02-06 13:17:00,960,0.7,0.4,9.8,53,18.4777,73.8814
ACC692,TRIP103,2024-02-06 13:22:20,1280,0.5,0.2,9.6,57,18.4647,73.8907
ACC693,TRIP103,2024-02-06 13:27:40,1600,0.4,0.2,9.7,43,18.4492,73.8982
ACC694,TRIP103,2024-02-06 13:33:00,1920,0.3,0.1,9.8,0,18.437,73.9076
ACC695,TRIP104,2024-02-06 14:08:00,0,0.4,0.2,9.8,0,17.3847,78.4866
ACC696,TRIP104,2024-02-06 14:15:35,455,0.7,0.1,9.6,52,17.417,78.4708
ACC697,TRIP104,2024-02-06 14:23:11,911,2.8,1.6,9.4,4,17.45,78.4542
ACC698,TRIP104,2024-02-06 14:23:41,941,1.1,0.7,9.8,32,17.4518,78.4558
ACC699,TRIP104,2024-02-06 14:30:00,1320,0.2,0.1,9.8,0,17.4778,78.4419
ACC700,TRIP105,2024-02-06 15:15:00,0,0.2,0.2,9.8,0,13.0832,80.2697
ACC701,TRIP105,2024-02-06 15:23:11,491,0.7,0.3,9.8,54,13.1002,80.2461
ACC702,TRIP105,2024-02-06 15:31:23,983,2.6,1.5,9.5,14,13.1183,80.2218
ACC703,TRIP105,2024-02-06 15:31:53,1013,1.1,0.6,9.8,19,13.121,80.2246
ACC704,TRIP105,2024-02-06 15:38:00,1380,0.2,0.2,9.8,0,13.1299,80.2
ACC705,TRIP106,2024-02-06 16:22:00,0,0.2,0.2,9.8,0,13.0844,80.2713
ACC706,TRIP106,2024-02-06 16:29:10,430,0.4,0.1,9.6,43,13.055,80.2996
ACC707,TRIP106,2024-02-06 16:36:20,860,2.3,1.2,9.5,17,13.0271,80.3286
ACC708,TRIP106,2024-02-06 16:36:50,890,0.9,0.4,9.8,18,13.0299,80.3304
ACC709,TRIP106,2024-02-06 16:41:58,1198,3.3,1.8,9.3,6,13.0051,80.3507
ACC710,TRIP106,2024-02-06 16:42:28,1228,1.2,0.7,9.6,28,13.0077,80.3524
ACC711,TRIP106,2024-02-06 16:46:00,1440,0.2,0.1,9.8,0,12.9883,80.3664
ACC712,TRIP107,2024-02-06 17:29:00,0,0.3,0.2,9.8,0,23.0228,72.5707
ACC713,TRIP107,2024-02-06 17:34:10,310,0.4,0.3,9.7,39,23.0398,72.5563
ACC714,TRIP107,2024-02-06 17:39:20,620,0.6,0.5,9.8,49,23.0561,72.5407
ACC715,TRIP107,2024-02-06 17:44:30,930,0.4,0.4,9.7,50,23.0714,72.5262
ACC716,TRIP107,2024-02-06 17:49:40,1240,0.4,0.4,9.7,50,23.0894,72.5114
ACC717,TRIP107,2024-02-06 17:54:50,1550,0.8,0.3,9.6,43,23.1046,72.4955
ACC718,TRIP107,2024-02-06 18:00:00,1860,0.2,0.2,9.8,0,23.1221,72.4812
ACC719,TRIP108,2024-02-06 06:36:00,0,0.4,0.2,9.8,0,17.3843,78.4869
ACC720,TRIP108,2024-02-06 06:43:45,465,0.6,0.2,9.5,43,17.3623,78.4651
ACC721,TRIP108,2024-02-06 06:51:31,931,3.0,1.9,9.3,12,17.3399,78.4425
ACC722,TRIP108,2024-02-06 06:52:01,961,1.2,0.8,9.8,26,17.3421,78.4441
ACC723,TRIP108,2024-02-06 06:53:25,1045,2.5,1.3,9.5,33,17.3334,78.4382
ACC724,TRIP108,2024-02-06 06:53:55,1075,0.9,0.5,9.8,27,17.3355,78.4399
ACC725,TRIP108,2024-02-06 07:04:00,1680,0.1,0.1,9.8,0,17.3028,78.4074
ACC726,TRIP109,2024-02-06 07:43:00,0,0.2,0.2,9.8,0,28.611,77.211
ACC727,TRIP109,2024-02-06 07:46:19,199,0.6,0.1,9.8,55,28.6059,77.1981
ACC728,TRIP109,2024-02-06 07:49:39,399,6.5,4.1,8.7,17,28.5978,77.1868
ACC729,TRIP109,2024-02-06 07:50:09,429,2.7,1.7,9.2,24,28.6001,77.1894
ACC730,TRIP109,2024-02-06 08:11:00,1680,0.2,0.2,9.8,0,28.5484,77.1157
ACC731,TRIP110,2024-02-06 08:50:00,0,0.3,0.1,9.8,0,13.0817,80.2732
ACC732,TRIP110,2024-02-06 09:01:21,681,0.6,0.4,9.8,40,13.116,80.2896
ACC733,TRIP110,2024-02-06 09:12:42,1362,3.6,2.1,9.2,16,13.1496,80.3085
ACC734,TRIP110,2024-02-06 09:13:12,1392,1.5,0.8,9.8,28,13.1521,80.3108
ACC735,TRIP110,2024-02-06 09:23:00,1980,0.3,0.1,9.8,0,13.1788,80.3257
ACC736,TRIP111,2024-02-06 09:57:00,0,0.3,0.2,9.8,0,28.6135,77.2096
ACC737,TRIP111,2024-02-06 10:00:24,204,0.5,0.3,9.8,52,28.5963,77.193
ACC738,TRIP111,2024-02-06 10:03:49,409,2.6,1.4,9.5,11,28.5788,77.1778
ACC739,TRIP111,2024-02-06 10:04:19,439,1.0,0.5,9.8,31,28.5806,77.1802
ACC740,TRIP111,2024-02-06 10:20:41,1421,3.4,1.7,9.2,16,28.4906,77.0986
ACC741,TRIP111,2024-02-06 10:21:11,1451,1.4,0.8,9.6,16,28.492,77.1009
ACC742,TRIP111,2024-02-06 10:16:00,1140,0.1,0.2,9.8,0,28.5172,77.1216
ACC743,TRIP112,2024-02-06 10:04:00,0,0.3,0.1,9.8,0,22.5717,88.3656
ACC744,TRIP112,2024-02-06 10:05:36,96,0.7,0.4,9.6,49,22.5769,88.3657
ACC745,TRIP112,2024-02-06 10:07:13,193,6.7,4.6,8.5,19,22.5809,88.3683
ACC746,TRIP112,2024-02-06 10:07:43,223,2.7,1.9,9.0,33,22.5826,88.3702
ACC747,TRIP112,2024-02-06 10:40:00,2160,0.2,0.1,9.8,0,22.6687,88.4051
ACC748,TRIP113,2024-02-06 11:11:00,0,0.4,0.2,9.8,0,28.6148,77.2104
ACC749,TRIP113,2024-02-06 11:18:42,462,0.6,0.2,9.8,49,28.6409,77.2335
ACC750,TRIP113,2024-02-06 11:26:25,925,3.6,2.0,9.2,24,28.6678,77.2572
ACC751,TRIP113,2024-02-06 11:26:55,955,1.4,0.7,9.5,18,28.6702,77.2584
ACC752,TRIP113,2024-02-06 11:30:00,1140,0.3,0.2,9.8,0,28.6818,77.2677
ACC753,TRIP114,2024-02-06 12:18:00,0,0.2,0.2,9.8,0,17.3847,78.4869
ACC754,TRIP114,2024-02-06 12:23:00,300,0.7,0.5,9.6,41,17.3686,78.4758
ACC755,TRIP114,2024-02-06 12:28:00,600,0.4,0.2,9.6,48,17.3536,78.4656
ACC756,TRIP114,2024-02-06 12:33:00,900,0.5,0.2,9.7,57,17.3374,78.4551
ACC757,TRIP114,2024-02-06 12:38:00,1200,0.7,0.2,9.6,52,17.3198,78.4449
ACC758,TRIP114,2024-02-06 12:43:00,1500,0.3,0.3,9.7,38,17.3046,78.4333
ACC759,TRIP114,2024-02-06 12:48:00,1800,0.1,0.2,9.8,0,17.288,78.4219
ACC760,TRIP115,2024-02-06 13:25:00,0,0.2,0.1,9.8,0,13.0833,80.2702
ACC761,TRIP115,2024-02-06 13:28:00,180,0.3,0.3,9.6,36,13.0732,80.2571
ACC762,TRIP115,2024-02-06 13:31:00,360,0.4,0.2,9.8,49,13.0631,80.2429
ACC763,TRIP115,2024-02-06 13:34:00,540,0.8,0.4,9.6,59,13.0528,80.2292
ACC764,TRIP115,2024-02-06 13:37:00,720,0.6,0.1,9.6,52,13.0441,80.2165
ACC765,TRIP115,2024-02-06 13:40:00,900,0.7,0.4,9.7,43,13.0328,80.2025
ACC766,TRIP115,2024-02-06 13:43:00,1080,0.2,0.2,9.8,0,13.0234,80.1872
ACC767,TRIP116,2024-02-06 14:32:00,0,0.2,0.2,9.8,0,23.0244,72.5701
ACC768,TRIP116,2024-02-06 14:37:09,309,0.6,0.2,9.7,41,23.036,72.578
ACC769,TRIP116,2024-02-06 14:42:19,619,4.0,2.0,9.0,20,23.0504,72.5841
ACC770,TRIP116,2024-02-06 14:42:49,649,1.6,0.8,9.5,16,23.0523,72.586
ACC771,TRIP116,2024-02-06 15:10:00,2280,0.2,0.2,9.8,0,23.1232,72.6209
ACC772,TRIP117,2024-02-06 15:39:00,0,0.4,0.1,9.8,0,19.0752,72.8755
ACC773,TRIP117,2024-02-06 15:46:03,423,0.6,0.3,9.5,39,19.0539,72.8894
ACC774,TRIP117,2024-02-06 15:53:06,846,7.3,4.7,8.5,11,19.0311,72.9016
ACC775,TRIP117,2024-02-06 15:53:36,876,2.9,1.9,8.9,18,19.0327,72.9041
ACC776,TRIP117,2024-02-06 16:10:00,1860,0.1,0.1,9.8,0,18.9798,72.9298
ACC777,TRIP118,2024-02-06 16:46:00,0,0.3,0.1,9.8,0,13.084,80.2715
ACC778,TRIP118,2024-02-06 16:53:03,423,0.4,0.1,9.6,43,13.1038,80.2813
ACC779,TRIP118,2024-02-06 17:00:07,847,3.4,1.7,9.3,10,13.125,80.2915
ACC780,TRIP118,2024-02-06 17:00:37,877,1.5,0.6,9.7,35,13.1266,80.2938
ACC781,TRIP118,2024-02-06 17:07:27,1287,3.8,2.2,9.1,33,13.148,80.3032
ACC782,TRIP118,2024-02-06 17:07:57,1317,1.5,0.9,9.5,20,13.1497,80.3053
ACC783,TRIP118,2024-02-06 17:15:00,1740,0.2,0.1,9.8,0,13.1709,80.3125
ACC784,TRIP119,2024-02-06 17:53:00,0,0.1,0.1,9.8,0,13.0831,80.2699
ACC785,TRIP119,2024-02-06 17:58:00,300,0.2,0.2,9.6,37,13.0672,80.2844
ACC786,TRIP119,2024-02-06 18:03:00,600,0.5,0.2,9.6,57,13.0509,80.2973
ACC787,TRIP119,2024-02-06 18:08:00,900,0.5,0.4,9.6,59,13.0356,80.3125
ACC788,TRIP119,2024-02-06 18:13:00,1200,0.3,0.5,9.7,56,13.018,80.3248
ACC789,TRIP119,2024-02-06 18:18:00,1500,0.3,0.1,9.6,43,13.0029,80.3387
ACC790,TRIP119,2024-02-06 18:23:00,1800,0.3,0.1,9.8,0,12.9873,80.3531
ACC791,TRIP120,2024-02-06 06:00:00,0,0.3,0.1,9.8,0,28.6134,77.2115
ACC792,TRIP120,2024-02-06 06:08:22,502,0.4,0.4,9.7,48,28.5903,77.2318
ACC793,TRIP120,2024-02-06 06:16:44,1004,2.6,1.7,9.4,24,28.5676,77.2555
ACC794,TRIP120,2024-02-06 06:17:14,1034,1.1,0.6,9.8,20,28.5688,77.2573
ACC795,TRIP120,2024-02-06 06:31:00,1860,0.2,0.1,9.8,0,28.5281,77.2946
ACC796,TRIP121,2024-02-06 07:07:00,0,0.3,0.2,9.8,0,18.5208,73.8568
ACC797,TRIP121,2024-02-06 07:10:10,190,0.7,0.3,9.8,39,18.5331,73.8409
ACC798,TRIP121,2024-02-06 07:13:20,380,0.7,0.3,9.6,50,18.5464,73.8263
ACC799,TRIP121,2024-02-06 07:16:30,570,0.3,0.5,9.8,58,18.5607,73.8118
ACC800,TRIP121,2024-02-06 07:19:40,760,0.2,0.4,9.6,55,18.5731,73.7962
ACC801,TRIP121,2024-02-06 07:22:50,950,0.6,0.1,9.8,44,18.5861,73.7831
ACC802,TRIP121,2024-02-06 07:26:00,1140,0.2,0.1,9.8,0,18.5988,73.7668
ACC803,TRIP122,2024-02-06 08:14:00,0,0.2,0.1,9.8,0,13.0814,80.27
ACC804,TRIP122,2024-02-06 08:19:04,304,0.7,0.4,9.6,48,13.0632,80.2855
ACC805,TRIP122,2024-02-06 08:24:09,609,3.3,1.9,9.2,19,13.0429,80.3
ACC806,TRIP122,2024-02-06 08:24:39,639,1.3,0.7,9.7,29,13.045,80.3028
ACC807,TRIP122,2024-02-06 08:32:34,1114,2.5,1.2,9.5,10,13.0121,80.3255
ACC808,TRIP122,2024-02-06 08:33:04,1144,1.0,0.4,9.8,16,13.0147,80.3271
ACC809,TRIP122,2024-02-06 08:37:28,1408,2.8,1.6,9.4,13,12.9925,80.3398
ACC810,TRIP122,2024-02-06 08:37:58,1438,1.1,0.7,9.8,30,12.9938,80.3417
ACC811,TRIP122,2024-02-06 08:36:00,1320,0.3,0.1,9.8,0,12.9967,80.3333
ACC812,TRIP123,2024-02-06 09:21:00,0,0.2,0.2,9.8,0,17.3844,78.4874
ACC813,TRIP123,2024-02-06 09:25:30,270,0.5,0.4,9.7,37,17.3701,78.4973
ACC814,TRIP123,2024-02-06 09:30:00,540,0.6,0.2,9.8,56,17.355,78.5073
ACC815,TRIP123,2024-02-06 09:34:30,810,0.6,0.1,9.8,53,17.3412,78.5155
ACC816,TRIP123,2024-02-06 09:39:00,1080,0.8,0.4,9.5,48,17.3274,78.5268
ACC817,TRIP123,2024-02-06 09:43:30,1350,0.7,0.2,9.7,42,17.3117,78.5359
ACC818,TRIP123,2024-02-06 09:48:00,1620,0.1,0.2,9.8,0,17.2977,78.5448
ACC819,TRIP124,2024-02-06 10:28:00,0,0.3,0.1,9.8,0,22.5697,88.3625
ACC820,TRIP124,2024-02-06 10:29:43,103,0.7,0.1,9.6,39,22.5773,88.3596
ACC821,TRIP124,2024-02-06 10:31:27,207,3.2,2.1,9.2,38,22.5813,88.3545
ACC822,TRIP124,2024-02-06 10:31:57,237,1.3,0.9,9.7,26,22.5828,88.3559
ACC823,TRIP124,2024-02-06 10:50:00,1320,0.1,0.1,9.8,0,22.6326,88.3101
ACC824,TRIP125,2024-02-06 11:35:00,0,0.2,0.1,9.8,0,13.0809,80.27
ACC825,TRIP125,2024-02-06 11:38:36,216,0.4,0.1,9.6,54,13.0738,80.2803
ACC826,TRIP125,2024-02-06 11:42:12,432,3.0,1.9,9.3,15,13.0638,80.2895
ACC827,TRIP125,2024-02-06 11:42:42,462,1.2,0.8,9.8,24,13.0651,80.2923
ACC828,TRIP125,2024-02-06 12:02:00,1620,0.2,0.2,9.8,0,13.0174,80.3433
ACC829,TRIP126,2024-02-06 12:42:00,0,0.3,0.1,9.8,0,23.025,72.574
ACC830,TRIP126,2024-02-06 12:43:00,60,0.4,0.1,9.7,46,23.0201,72.5748
ACC831,TRIP126,2024-02-06 12:43:54,114,2.5,1.2,9.5,9,23.0185,72.577
